time,gFx,gFy,gFz,TgF
2.251602538,-0.9805,0.1307,0.1861,1.007
2.263518461,-0.9807,0.1273,0.1839,1.006
2.265411461,-0.9781,0.1305,0.1807,1.003
2.271081,-0.9768,0.1259,0.1830,1.002
2.272518846,-0.9842,0.1273,0.1891,1.010
2.281381154,-0.9895,0.1307,0.1910,1.016
2.283149384,-0.9910,0.1317,0.1893,1.018
2.296275846,-0.9956,0.1305,0.1879,1.022
2.298025154,-0.9971,0.1281,0.1830,1.022
2.301852615,-1.0015,0.1273,0.1770,1.025
2.302964154,-1.0042,0.1249,0.1746,1.027
2.312895538,-1.0020,0.1193,0.1753,1.024
2.314789154,-1.0000,0.1249,0.1783,1.023
2.322870692,-0.9940,0.1254,0.1812,1.018
2.324249615,-0.9898,0.1254,0.1758,1.013
2.332371384,-0.9859,0.1207,0.1846,1.010
2.333566846,-0.9817,0.1247,0.1898,1.008
2.346990077,-0.9866,0.1244,0.1879,1.012
2.348888615,-0.9849,0.1291,0.1849,1.010
2.352532154,-0.9847,0.1291,0.1768,1.009
2.35366323,-0.9856,0.1254,0.1746,1.009
2.362947923,-0.9832,0.1230,0.1830,1.008
2.364620846,-0.9837,0.1273,0.1875,1.009
2.372940307,-0.9866,0.1230,0.1888,1.012
2.374361615,-0.9888,0.1249,0.1839,1.013
2.383718692,-0.9881,0.1247,0.1817,1.012
2.385852,-0.9870,0.1207,0.1798,1.011
2.395890154,-0.9903,0.1249,0.1807,1.014
2.397740538,-0.9879,0.1251,0.1837,1.013
2.404227461,-0.9907,0.1247,0.1879,1.016
2.405471769,-0.9924,0.1249,0.1881,1.018
2.414154538,-0.9905,0.1226,0.1903,1.016
2.415714615,-0.9923,0.1284,0.1875,1.018
2.426992538,-0.9879,0.1293,0.1832,1.013
2.428731307,-0.9932,0.1251,0.1854,1.018
2.435102769,-0.9944,0.1242,0.1819,1.018
2.436424,-0.9832,0.1263,0.1814,1.008
2.444535,-0.9842,0.1266,0.1870,1.010
2.445718923,-0.9830,0.1273,0.1839,1.008
2.455356384,-0.9827,0.1256,0.1793,1.007
2.456919769,-0.9856,0.1239,0.1744,1.009
2.465921923,-0.9827,0.1214,0.1688,1.004
2.46762523,-0.9807,0.1217,0.1719,1.003
2.484999384,-0.9866,0.1200,0.1786,1.010
2.486784077,-0.9928,0.1242,0.1778,1.016
2.487615615,-0.9947,0.1203,0.1805,1.018
2.488847846,-0.9961,0.1195,0.1854,1.020
2.495615461,-0.9968,0.1223,0.1814,1.021
2.497720077,-1.0028,0.1242,0.1714,1.025
2.505726154,-1.0054,0.1193,0.1712,1.027
2.506970692,-0.9979,0.1219,0.1688,1.019
2.515997692,-1.0010,0.1237,0.1683,1.023
2.517644692,-1.0008,0.1271,0.1725,1.023
2.529586846,-1.0054,0.1261,0.1778,1.029
2.531363615,-1.0047,0.1266,0.1907,1.030
2.536786846,-1.0035,0.1273,0.1973,1.031
2.537954154,-0.9991,0.1284,0.2000,1.027
2.546751615,-0.9991,0.1279,0.2007,1.027
2.548199692,-0.9903,0.1237,0.1979,1.017
2.564466923,-0.9912,0.1244,0.1891,1.017
2.56621623,-0.9907,0.1256,0.1854,1.016
2.56735223,-0.9959,0.1239,0.1844,1.020
2.568524615,-0.9961,0.1242,0.1863,1.021
2.582797307,-1.0024,0.1263,0.1830,1.027
2.584733307,-1.0012,0.1232,0.1834,1.025
2.587393,-0.9991,0.1205,0.1805,1.022
2.588885923,-0.9988,0.1217,0.1741,1.021
2.597651384,-1.0033,0.1223,0.1572,1.023
2.599444154,-0.9988,0.1214,0.1544,1.018
2.612702692,-0.9870,0.1232,0.1578,1.007
2.614518307,-0.9807,0.1224,0.1560,1.001
2.618022692,-0.9822,0.1295,0.1629,1.004
2.619276307,-0.9870,0.1271,0.1668,1.009
2.628324154,-0.9825,0.1291,0.1765,1.006
2.629775077,-0.9912,0.1335,0.1851,1.017
2.638549384,-0.9919,0.1317,0.1858,1.018
2.639702846,-0.9859,0.1315,0.1917,1.013
2.648805538,-0.9839,0.1322,0.1863,1.010
2.650195307,-0.9810,0.1312,0.1839,1.007
2.666016307,-0.9844,0.1281,0.1823,1.009
2.66850723,-0.9819,0.1307,0.1732,1.006
2.670071923,-0.9859,0.1266,0.1685,1.008
2.671516846,-0.9881,0.1251,0.1663,1.010
2.685308307,-0.9915,0.1232,0.1695,1.013
2.687274692,-0.9963,0.1254,0.1670,1.018
2.689512615,-1.0015,0.1300,0.1690,1.024
2.691355384,-0.9993,0.1328,0.1721,1.023
2.699462077,-0.9915,0.1247,0.1756,1.015
2.701848692,-0.9790,0.1247,0.1751,1.002
2.711619538,-0.9817,0.1235,0.1739,1.005
2.713568384,-0.9900,0.1284,0.1746,1.013
2.719593923,-0.9959,0.1300,0.1761,1.020
2.721141769,-0.9923,0.1324,0.1875,1.018
