time,gFx,gFy,gFz,TgF
1.894811539,-0.9854,0.0846,0.2357,1.017
1.904303001,-0.9812,0.0821,0.2369,1.013
1.905800539,-0.9776,0.0834,0.2445,1.011
1.914073385,-0.9810,0.0811,0.2391,1.013
1.915778231,-0.9795,0.0792,0.2354,1.010
1.92464977,-0.9805,0.0841,0.2322,1.011
1.925933308,-0.9861,0.0848,0.2303,1.016
1.933862539,-0.9900,0.0834,0.2282,1.019
1.934970001,-0.9874,0.0795,0.2247,1.016
1.94474877,-0.9825,0.0736,0.2301,1.012
1.946699154,-0.9812,0.0731,0.2301,1.010
1.955157462,-0.9798,0.0795,0.2254,1.009
1.956709385,-0.9798,0.0844,0.2315,1.010
1.964852154,-0.9810,0.0804,0.2359,1.012
1.966845385,-0.9805,0.0836,0.2347,1.012
1.974897001,-0.9770,0.0814,0.2313,1.007
1.976464847,-0.9861,0.0858,0.2282,1.016
1.984824077,-0.9856,0.0827,0.2273,1.015
1.986101154,-0.9849,0.0844,0.2320,1.015
1.995093231,-0.9879,0.0811,0.2284,1.017
1.996898385,-0.9868,0.0827,0.2306,1.017
2.009788385,-0.9854,0.0821,0.2284,1.015
2.011297539,-0.9849,0.0834,0.2369,1.016
2.01523877,-0.9876,0.0811,0.2445,1.021
2.016357077,-0.9866,0.0865,0.2450,1.020
2.025722154,-0.9917,0.0841,0.2447,1.025
2.027292231,-0.9768,0.0704,0.2379,1.008
2.036156385,-0.9781,0.0650,0.2294,1.007
2.037375616,-0.9825,0.0729,0.2298,1.012
2.046543539,-0.9919,0.0731,0.2254,1.020
2.048216001,-0.9912,0.0770,0.2289,1.020
2.058428462,-0.9888,0.0748,0.2252,1.017
2.060089154,-0.9847,0.0721,0.2303,1.014
2.066796462,-0.9825,0.0767,0.2303,1.012
2.067837001,-0.9863,0.0776,0.2303,1.016
2.07727577,-0.9835,0.0778,0.2298,1.013
2.078455462,-0.9849,0.0765,0.2294,1.014
2.08750577,-0.9814,0.0792,0.2308,1.011
2.088698231,-0.9781,0.0765,0.2354,1.009
2.097020693,-0.9754,0.0748,0.2359,1.006
2.098990077,-0.9742,0.0776,0.2364,1.005
2.111954001,-0.9817,0.0778,0.2377,1.013
2.114099462,-0.9795,0.0746,0.2387,1.011
2.117392616,-0.9770,0.0787,0.2382,1.009
2.118667077,-0.9810,0.0792,0.2352,1.012
2.127691308,-0.9817,0.0770,0.2345,1.012
2.129323462,-0.9842,0.0773,0.2331,1.014
2.141515539,-0.9766,0.0760,0.2366,1.008
2.143005847,-0.9822,0.0753,0.2413,1.014
2.14800477,-0.9819,0.0780,0.2382,1.013
2.149059001,-0.9849,0.0760,0.2396,1.016
2.160211001,-0.9863,0.0758,0.2315,1.016
